,word,interim_eig_cent,final_eig_cent,SJEDI
673,cruz,0,0.000810884,FALSE
674,crystal,0,0.0013124,FALSE
675,cs,0.003962787,0,FALSE
676,csci,0,0.001595466,FALSE
677,csx,0,0.00255878,FALSE
678,cue,0.004980899,0,FALSE
679,culler,0.001999282,0,FALSE
680,culmin,0.006565199,0,FALSE
681,cultur,0.010062216,0.013211678,TRUE
682,cumul,0.000900289,0,FALSE
683,curat,0.020530225,0.010095609,FALSE
684,cure,0.001799649,0.000157996,FALSE
685,current,0.079007355,0.034095188,FALSE
686,curricu,0,0.001117942,FALSE
687,curricula,0.041227908,0.024512835,FALSE
688,curricular,0.0443326,0.006981991,FALSE
689,curriculum,0.119384783,0.054865088,FALSE
690,curricuulum,0.000830534,0,FALSE
691,custom,0.003422909,0.0033136,FALSE
692,cuttingedg,0.002159314,0,FALSE
693,cybersecur,0.001682681,0,FALSE
694,cycl,0.010311893,0.018396799,FALSE
695,d,0.00187175,0.004654316,FALSE
696,d,0,0.000744508,FALSE
697,daili,0,0.000720068,FALSE
698,damag,0.001518564,0,FALSE
699,damp,0.000104632,0,FALSE
700,dana,0,0.00083532,FALSE
701,danyllo,0.000926336,0.000370243,FALSE
702,dashboard,0,0.004264799,FALSE
703,data,1,1,FALSE
704,data,0,7.02E-05,FALSE
705,dataanalysisstatisticsdatasciencecours,0,0.001147161,FALSE
706,databas,0,0.023003342,FALSE
707,databerkeleyedueducationdatascholar,0,0.000869627,FALSE
708,datacamp,0,0.000327323,FALSE
709,datadriven,0.002377437,0.017813583,FALSE
710,dataen,0,0.001484619,FALSE
711,dataenrich,0,0.000678226,FALSE
712,datafish,0.000430067,0,FALSE
713,datafordemocracyorgprojectsethicshtml,0,0.001220381,FALSE
714,datagath,0.002135534,0,FALSE
715,datagov,0.002506034,0,FALSE
716,dataha,0,0.000566819,FALSE
717,datainform,0,0.001431755,FALSE
718,dataintens,0,0.002147134,FALSE
719,dataoften,0,0.001067334,FALSE
720,datasci,0,0.001092828,FALSE
721,datascienceinthefield,0.003031135,0,FALSE
722,datasuch,0,0.001249826,FALSE
723,date,0.002580023,0.001483971,FALSE
724,david,2.26E-05,0,FALSE
725,day,0,0.006246002,FALSE
726,daytoday,0,0.000860851,FALSE
727,dc,0.00256329,0.000167711,FALSE
728,ddegre,0.001169104,0,FALSE
729,de,0.003937406,0.002665617,FALSE
730,dead,0.000421594,0,FALSE
731,deadliest,0,9.42E-05,FALSE
732,deal,0,0.000120859,FALSE
733,death,0.000362693,2.36E-05,FALSE
734,debat,0.002233234,0.001455772,FALSE
735,decad,0,0.006343676,FALSE
736,decemb,0.006720089,0.00183598,FALSE
737,decid,0,0.002809829,FALSE
738,decis,0.039980715,0.016635268,FALSE
739,decisionmak,0,0.000602968,FALSE
740,decker,0,1.52E-06,FALSE
741,declin,0,0.000880924,FALSE
742,decomposit,0,0.000306707,FALSE
743,decor,0,0.001115315,FALSE
744,decreas,0,0.001556909,FALSE
745,dedic,0.001236413,0.002074931,FALSE
746,deep,0.013227396,0.003722796,FALSE
747,deepen,0,0.00119494,FALSE
748,deepend,0.001023599,0,FALSE
749,deeper,0.003574277,0.003706766,FALSE
750,default,0.00054173,0,FALSE
751,defin,0.002663607,0.008698971,FALSE
752,definit,0.004794293,0.002275467,FALSE
753,degre,0.047945853,0.05141347,FALSE
754,degreegr,0.003592556,0,FALSE
755,degreeprogramoptionscsxdegreeprogram,0,0.001246213,FALSE
756,degrre,0.002514094,0,FALSE
757,delib,0,3.99E-05,FALSE
758,deliber,0.010215036,0.001388015,FALSE
759,deliv,0.015220249,0.018197814,FALSE
760,deliver,0.001888695,0,FALSE
761,deliveri,0.011054134,0.002723405,FALSE
762,demand,0.013113708,0.032759541,FALSE
763,demograph,0,0.002903985,FALSE
764,demographi,0,0.002375377,FALSE
765,demonstr,0.010838331,0.003460995,FALSE
766,demonstr,0,0.002493717,FALSE
767,denero,0,0.001495148,FALSE
768,denetclaw,0,1.52E-06,FALSE
769,denot,0.002060874,0,FALSE
770,depart,0.055466815,0.049257527,FALSE
771,department,0.000812942,0.000353261,FALSE
772,departmentfrequ,0,0.001440634,FALSE
773,departmentlevel,0,0.001113132,FALSE
774,departmentscommon,0,0.001373364,FALSE
775,departmentscoursesfstatstatf,0,0.000993463,FALSE
776,depend,0.016915683,0.011497927,FALSE
777,depict,0,0.000216567,FALSE
778,deploy,0.030500189,0.001375572,FALSE
779,depriv,0,0.000124545,FALSE
780,depth,0,0.007911149,FALSE
781,deriv,0.004488844,0.001928059,FALSE
782,dermoscopi,0,4.77E-05,FALSE
783,describ,0.021319596,0.01002248,FALSE
784,descript,0.025332737,0.011343828,FALSE
785,design,0.054617688,0.020935306,FALSE
786,design,0,0.000378764,FALSE
787,designintens,0.002260067,0,FALSE
788,desir,0.006820135,0.003327818,FALSE
789,destin,0,9.58E-05,FALSE
790,detail,0.002106934,0.004440067,FALSE
791,detect,0.002153681,0.00200538,FALSE
792,determin,0.00657198,0.006173265,FALSE
793,detriment,0.003188356,0,FALSE
794,deveaux,0.00244383,0,FALSE
795,develop,0.19523962,0.164326741,FALSE
796,develop,0,0.000734882,FALSE
797,devic,0.005659181,0.000677118,FALSE
798,devot,0.005450031,0.002993233,FALSE
799,df,0,1.12E-06,FALSE
800,diagnosi,0.000653335,0.00016172,FALSE
801,diagram,0.002203896,0,FALSE
802,dialogu,0,0.002860742,FALSE
803,dick,0,0.000103422,FALSE
804,die,0.000151239,0,FALSE
805,diego,0,0.005189308,FALSE
806,dietrich,0,0.000943068,FALSE
807,differ,0.077357419,0.034182523,FALSE
808,differenti,0,0.000967639,FALSE
809,difficult,0.006657645,0.008865867,FALSE
810,digit,0.004225726,0.005507281,FALSE
811,digniti,0,0.001527583,FALSE
812,dilemma,0.00839113,0.001880275,FALSE
813,dimens,0,0.001794723,FALSE
814,direct,0.023923751,0.009207211,FALSE
815,directori,0,0.001048393,FALSE
816,disabl,0.000589241,0,FALSE
817,disadvantag,0,0.001923803,FALSE
818,disast,0,0.000157354,FALSE
819,disciplin,0.103245275,0.057838291,FALSE
820,disciplinari,0.003394319,0.004156116,FALSE
821,disciplinebas,0,0.001614444,FALSE
822,disciplinecent,0,0.002301432,FALSE
823,disciplinecurr,0,0.002074931,FALSE
824,disciplinesnot,0,0.001444735,FALSE
825,disciplinethink,0,0.001858056,FALSE
826,disclos,0.001862441,0.001108336,FALSE
827,disclosur,0.001518564,0,FALSE
828,discov,0,0.001378118,FALSE
829,discover,0.00168931,0,FALSE
830,discoveri,0.007092694,0.006175611,FALSE
831,discret,0,0.007282058,FALSE
832,discuss,0.028608167,0.038493858,FALSE
833,diseas,0.002771849,0.000169668,FALSE
834,dispar,0.000203568,0.00668678,FALSE
835,displac,0,5.20E-05,FALSE
836,display,0,0.006016645,FALSE
837,dispos,0,0.000675478,FALSE
838,disrupt,0,0.001088831,FALSE
839,dissatisfi,0.0004399,0.000208337,FALSE
840,dissemin,0.004391515,0,FALSE
841,dissert,0,0.00082041,FALSE
842,distil,0.00077922,0.00076787,FALSE
843,distinct,0.00868366,0.006347533,FALSE
844,distinguish,0.005509174,0.0047372,FALSE
845,distribut,0.004964961,0.003022436,FALSE
846,district,0,0.001435942,FALSE
847,disturb,0,0.000625663,FALSE
848,dive,0.004997825,0,FALSE
849,divers,0.150656943,0.020453268,TRUE
850,diversifi,0,0.00092776,FALSE
851,diversityglob,0.00167234,0,FALSE
852,diverss,0.001169104,0,FALSE
853,divid,0,0.0012529,TRUE
854,divis,0.002287796,0.007903944,FALSE
855,djs,0,0.000802866,FALSE
856,dn,0,7.61E-07,FALSE
857,doctor,0.00257668,0.002744093,FALSE
858,doctoral,0.001033288,0,FALSE
859,document,0.010982513,0.009063438,FALSE
860,dollar,0,0.000949724,FALSE
861,domain,0.032127156,0.034375879,FALSE
862,domainspecif,0.017983017,0.01009356,FALSE
863,donald,0.004320833,0,FALSE
864,dondero,0,0.001392356,FALSE
865,done,0.003422909,0.003739767,FALSE
866,donoho,0,0.001231017,FALSE
867,dont,0.00011488,0.000255653,FALSE
868,dorm,0.003926736,0,FALSE
869,doubl,0,0.004272979,FALSE
870,downscal,0,0.003189037,FALSE
871,downstream,0,0.001393461,FALSE
872,downward,0,0.001483971,FALSE
873,dozen,0,0.002148189,FALSE
874,draft,0.002314186,0.000781429,FALSE
875,dramat,0.002905239,0,FALSE
876,draw,0.024908941,0.012688248,FALSE
877,drawn,0,0.002738777,FALSE
878,drive,0.002764754,0.00682062,FALSE
879,driven,0,0.007040664,FALSE
880,drivendata,0,0.001676055,FALSE
881,driver,0,0.003969873,FALSE
882,drug,0.002473147,0.001542718,FALSE
883,dsci,0,0.002784276,FALSE
884,dscundergraduateindexhtml,0,0.001217746,FALSE
885,dual,0.002665341,0,FALSE
886,due,0.004917674,0.00078803,FALSE
887,duffett,0,0.000401106,FALSE
888,duke,0.003540967,0,FALSE
889,duplic,0,0.001353039,FALSE
890,durat,0.006793581,0.000217202,FALSE
891,dweck,0,0.00024219,FALSE
892,dynam,0.001580061,0.001773429,FALSE
893,­dynam,0,0.000975621,FALSE
894,dystopian,0,0.000216567,FALSE
895,e,0,9.67E-05,FALSE
896,eager,0,0.001448058,FALSE
897,earli,0.010976607,0.015508581,FALSE
898,earlier,0.0008948,0.000737789,FALSE
899,earn,0.005628159,0.005091638,FALSE
900,earnestin,0,0.000723633,FALSE
901,eas,0.002737305,0,FALSE
902,easi,0.002955447,0,FALSE
903,easier,0.004695759,0.003060679,FALSE
904,ecolog,0.001502862,2.40E-05,FALSE
905,econom,0.004124226,0.015961879,FALSE
906,economi,0.000498633,0.001154279,FALSE
907,economicsstatist,0.003693371,0,FALSE
908,ed,0,0.000116156,FALSE
909,edg,0.002539154,0,FALSE
910,editori,0,0.000118403,FALSE
911,edsourc,0,2.11E-05,FALSE
912,edu~rnugentpublicteachingsyllabuspdf,0,0,FALSE
913,eduacademicprogramscomputersci,0,6.16E-05,FALSE
914,educ,0.320413412,0.212965555,FALSE
915,educationconnector,0,0.001510021,FALSE
916,educaxi,0,0.001590807,FALSE
917,edueecsundergraduatedatasci,0,6.17E-05,FALSE
918,edufsbacademicsisaacademicsminorsbusinessanalyticsindexhtml,0,4.58E-05,FALSE
919,edx,0,0.005298143,FALSE
920,effect,0.071698078,0.034616671,FALSE
921,effici,0.001542857,0.00510826,FALSE
922,effort,0.042752729,0.017008892,FALSE
923,eg,0.02229056,0.035601002,FALSE
924,eigenvalu,0,0.000306707,FALSE
925,eight,0,0.003743522,FALSE
926,either,0,0.008510384,FALSE
927,elect,0.003436741,0.021704402,FALSE
928,electr,0.003217532,0.003508905,FALSE
929,electron,0,0.001665099,FALSE
930,eleg,0,0.000116058,FALSE
931,element,0.005624803,0.00561841,FALSE
932,elementari,0.003434631,0,FALSE
933,elementswheth,0,0.000216567,FALSE
934,elena,0,0.000723633,FALSE
935,elev,0,0.000357759,FALSE
936,eleventh,0,0.001410931,FALSE
937,emat,0,0.000537691,FALSE
938,embark,0,0.001010037,FALSE
939,embed,0.002203896,0,FALSE
940,emblemat,0,4.09E-05,FALSE
941,embrac,0.004599254,0.009309854,FALSE
942,embre,0,0.001003883,FALSE
943,emerg,0.063974064,0.037596649,FALSE
944,emi,0.002734836,0,FALSE
945,emigr,0,0.001248612,FALSE
946,emphas,0.018610316,0.0097142,FALSE
947,emphasi,0.005279178,0.003095995,FALSE
948,empir,0.000958736,0.003340967,FALSE
949,employ,0.023253627,0.011725675,FALSE
950,employe,0.006910423,0.000178132,FALSE
951,employerhousehold,0.001580061,0.000975621,FALSE
952,empow,0,0.001273783,FALSE
953,enabl,0.008474668,0.017511722,FALSE
954,enact,0.001919525,0.000894296,FALSE
955,encompass,0.009191067,0.002915674,FALSE
956,encount,0.005162585,0.001391025,FALSE
957,encourag,0.043810486,0.012056942,FALSE
958,encourag,0,2.77E-05,FALSE
959,end,0.001224366,0.002696546,FALSE
960,endeavor,0.002764754,0.001396364,FALSE
961,endors,0,0.00195536,FALSE
962,endow,0,0.001718038,FALSE
963,endtoend,0,0.000166609,FALSE
964,energ,0,0.001555937,FALSE
965,enforc,0.002233234,0.001070825,FALSE
966,engag,0.033170382,0.028945247,TRUE
967,engin,0.032049581,0.032606594,FALSE
968,engineeringnam,0,0.001164548,FALSE
969,england,0.000334975,0.00142531,FALSE
970,english,0,0.001112203,FALSE
971,enhanc,0.044325985,0.000464253,FALSE
972,enhanc,0,2.80E-05,FALSE
973,enjoy,0.001033925,0.000142314,FALSE
974,enlist,0,0.000373019,FALSE
975,enncourag,0.001033288,0,FALSE
976,enorm,0.001653364,0.001429219,FALSE
977,enough,0,0.000907572,FALSE
978,enrich,0,0.004166678,FALSE
979,enrol,0.008403973,0.018386605,FALSE
980,ensembl,0,4.77E-05,FALSE
981,ensur,0.028649822,0.032654406,FALSE
982,enter,0.008706211,0.0103037,FALSE
983,enterpris,0.000589241,0.002168437,FALSE
984,entic,0,0.003326632,FALSE
985,entir,0.008205766,0.012693189,FALSE
986,entitl,0.000334975,0,FALSE
987,entomolog,0.000469516,0,FALSE
988,entranc,0,0.001858056,FALSE
989,entrant,0,0.00077402,FALSE
990,entrepreneur,0.00053478,0.000180112,FALSE
991,entri,0.013382958,0.006159645,FALSE
992,environ,0.024492598,0.017272569,FALSE
993,environment,0.001742919,0.001892427,FALSE
994,environmentagnost,0,0.001273376,FALSE
995,envis,0.020668416,0.014935294,FALSE
996,equal,0.008326703,0.002156009,FALSE
997,equat,0.006173686,0,FALSE
998,equip,0.005975538,0.008608185,FALSE
999,equit,0.00281575,0.002700507,TRUE
1000,equiti,0,0.001388999,TRUE
1001,era,0,0.011800099,FALSE
1002,eric,0.003424834,0,FALSE
1003,ernst,0,0.001457438,FALSE
1004,error,0,0.006472916,FALSE
1005,es,0,0.000584171,FALSE
1006,esign,0,0.000744508,FALSE
1007,especi,0.020971925,0.013583034,FALSE
1008,essenti,0.012252295,0.019841373,FALSE
1009,est,0,6.27E-05,FALSE
1010,establish,0.013937514,0.029094425,FALSE
1011,estim,0.001825199,0.00080823,FALSE
1012,estrada,0,0.001982225,FALSE
1013,et,0.010381987,0.010348013,FALSE
1014,etc,0.002358202,0,FALSE
1015,ethic,0.097562547,0.063115609,TRUE
1016,ethicalguidelinespdf,0,0,FALSE
1017,ethnic,0.001000699,0.003276834,TRUE
1018,ethod,0,0.00191843,FALSE
1019,eugdprorg,0,4.21E-05,FALSE
1020,european,0,0.002176786,FALSE
1021,eva,0,0.000723633,FALSE
1022,evacue,0,3.86E-05,FALSE
1023,evalu,0.088756716,0.046233743,FALSE
1024,­evalu,0,0.000801219,FALSE
1025,evan,0,0.000775461,FALSE
1026,even,0.006875144,0.011178002,FALSE
1027,event,0.005594969,0.001668721,FALSE
1028,eventu,0,0.006254782,FALSE
1029,ever,0.00238863,5.16E-05,FALSE
1030,everchang,0.00054173,0,FALSE
1031,evergrow,0,0.001537763,FALSE
1032,everi,0.007284337,0.003183106,FALSE
1033,evid,0.005893181,0.006477313,FALSE
1034,evidencebas,0.00046444,0.00013506,FALSE
1035,evolut,0.003437057,0.035534397,FALSE
1036,evolv,0.029583701,0.063968471,FALSE
1037,ewe,0.001264156,0,FALSE
1038,exam,0,0.000838778,FALSE
1039,examin,0.006766514,0.008952259,FALSE
1040,exampl,0.093958488,0.05243179,FALSE
1041,exceed,0,0.000893784,FALSE
1042,excel,0,0.002746151,FALSE
1043,except,0,0.002332996,FALSE
1044,excit,0.000958736,0.001588969,FALSE
1045,execut,0.002188143,0.00443661,FALSE
1046,execut,0,0.002493717,FALSE
1047,exercis,0.002957562,6.90E-05,FALSE
1048,exhibit,0.00030215,0.001402554,FALSE
1049,exist,0.060863078,0.044139547,FALSE
1050,expand,0.022282919,0.012827239,FALSE
1051,expect,0.000162966,0.011528201,FALSE
1052,expedit,0.005964598,0,FALSE
1053,expenditur,0,0.00091435,FALSE
1054,expens,0,0.000484824,FALSE
1055,experi,0.098722505,0.058620179,FALSE
1056,experienc,0,0.003905676,FALSE
1057,experienti,0.004272422,0.003930791,FALSE
1058,experiment,0.008698188,0.00142531,FALSE
1059,expert,0,0.005082592,FALSE
1060,expertis,0.030027782,0.016417267,FALSE
1061,explain,0.008918015,0.001117942,FALSE
1062,explicit,0,0.00151665,FALSE
1063,exploit,0.002358202,0.003061598,FALSE
1064,explor,0.03630499,0.014323279,FALSE
1065,exploratori,0.004320833,0.006247924,FALSE
1066,exploratorium,0.001272611,0,FALSE
1067,explore,0.001451507,0,FALSE
1068,explos,0.002621794,0.000628535,FALSE
1069,expos,0.008146425,0.008114078,FALSE
1070,exposur,0.029208189,0.016794539,FALSE
1071,express,0.004770228,0.001849817,FALSE
1072,extant,0.001359266,0,FALSE
1073,extend,0.007402682,0.002381171,FALSE
1074,extens,0.003274077,0.005102582,FALSE
1075,extent,0,0.002749858,FALSE
1076,extern,0,0.000970369,FALSE
1077,externship,0.0008948,0,FALSE
1078,extract,0.008239407,0.008196395,FALSE
1079,extracurricular,0.00288022,0,FALSE
1080,extrem,0,0.003244955,FALSE
1081,eye,0,0.00156671,FALSE
1082,f,0,4.68E-06,FALSE
1083,face,0.004637072,0.00978444,FALSE
1084,facet,0.003975138,0,FALSE
1085,facial,0,0.001091917,FALSE
1086,facil,0.002727581,0.005012655,FALSE
1087,facilit,0.01335341,0.003923058,FALSE
1088,facilit,0,3.76E-05,FALSE
1089,fact,0.002571635,0.003966697,FALSE
1090,factor,0.009032418,0.008385851,FALSE
1091,faculti,0.076267741,0.076315973,FALSE
1092,fail,0.000564771,0.001707205,FALSE
1093,failur,0.000764398,0.001335573,FALSE
1094,fair,0.003669213,0.003588555,FALSE
1095,faith,0.002566332,0,FALSE
1096,fall,0,0.007947893,FALSE
1097,falsifi,0.001825199,0,FALSE
1098,famili,0.003676671,0.00246654,FALSE
1099,familiar,0.002791397,0,FALSE
1100,far,0.005245671,0.001199673,FALSE
1101,farfetch,0,0.000312402,FALSE
1102,fashion,0,0.000769125,FALSE
1103,fast,0,0.003126966,FALSE
1104,faster,0,1.36E-05,FALSE
1105,fastflow,0.001848742,0,FALSE
1106,fastpac,0,0.001010013,FALSE
1107,fasttrack,0,0.001855575,FALSE
1108,faulti,0.001825199,0,FALSE
1109,feasibl,0.011670728,0,FALSE
1110,featur,0.006201119,0.003705983,FALSE
1111,februari,0,0.039615931,FALSE
1112,feder,0.001296965,0.002017658,FALSE
1113,feed,0,0.001273783,FALSE
1114,feedback,0.000850002,0.000219363,FALSE
1115,feel,0,0.00151373,FALSE
1116,feldon,0,0.000515538,FALSE
1117,fellow,0.001042058,0.00061517,FALSE
1118,fellowship,0.0046825,0.000465201,FALSE
1119,femal,0,0.001989662,FALSE
1120,fest,0,0.001402554,FALSE
1121,fever,0.001757146,0.00016969,FALSE
1122,fewer,0,0.008537722,FALSE
1123,field,0.117574083,0.090598327,FALSE
1124,fieldbas,0.000839831,0,FALSE
1125,fieldspecif,0.003075794,0,FALSE
1126,figlio,0,0.001429347,FALSE
1127,figur,0,0.001615759,FALSE
1128,file,0,0.000931502,FALSE
1129,fill,0.010549211,0.001818867,FALSE
1130,filter,0,0.001707372,FALSE
1131,final,0.016650163,0.005451871,FALSE
1132,finalyear,0.000618031,0,FALSE
1133,financ,0.002564757,0.003210043,FALSE
1134,financi,0.000926336,0.002810938,FALSE
1135,find,0.119271613,0.049447999,FALSE
1136,fine,0,0.000605064,FALSE
1137,finest,0.000697155,0.000311437,FALSE
1138,finish,0,0.001227884,FALSE
1139,finzer,0,0.001345499,FALSE
1140,firm,0,0.001488817,FALSE
1141,first,0.019345572,0.005966164,FALSE
1142,firstand,0.002627363,0,FALSE
1143,firstgener,0,0.001270115,FALSE
1144,firsthand,0.000906232,0,FALSE
1145,firstyear,0.007743024,0.001798964,FALSE
1146,fit,0.008076848,0.0044099,FALSE
1147,five,0,0.006823789,FALSE
1148,fix,0.003304638,0.001899886,FALSE
1149,flaw,0.002687512,0.002071724,FALSE
1150,flexibl,0.045674536,0.011676033,FALSE
1151,flint,0.001854919,0,FALSE
1152,flip,0.002620388,0,FALSE
1153,flourish,0,0.001503761,FALSE
1154,flow,0.004257671,0,FALSE
1155,flu,0.000388031,6.91E-05,FALSE
1156,fluid,0,0.000951362,FALSE
1157,flux,0.003199773,0,FALSE
1158,foccus,0.001490495,0,FALSE
1159,focus,0.052188759,0.038579218,FALSE
1160,folklor,0.002539154,0,FALSE
1161,follow,0.051108855,0.062755706,FALSE
1162,followup,0,7.85E-06,FALSE
1163,food,0,0.000157354,FALSE
1164,footprint,0,0.001230776,FALSE
1165,forb,0,0.00072099,FALSE
1166,forc,0.00269266,0.000614126,FALSE
1167,forecast,0,0.002174873,FALSE
1168,forese,0,0.000114792,FALSE
1169,foreshadow,0,0.000690037,FALSE
1170,forethought,0.00230912,0.001911516,FALSE
1171,forg,0,0.001239639,FALSE
1172,form,0.011914697,0.022194363,FALSE
1173,formal,0.025524453,0.009154411,FALSE
1174,format,0.009189461,0.00575051,FALSE
1175,former,0,0.000518175,FALSE
1176,formul,0.002955447,0.005453622,FALSE
1177,forprofit,0,0.001754402,FALSE
1178,forth,0.016543727,0.008966067,FALSE
1179,fortun,0.000712405,0.000640969,FALSE
1180,forum,0,0.004247834,FALSE
1181,forward,0.018219492,0,FALSE
1182,forwardlook,0.003161892,0,FALSE
1183,foster,0.030484556,0.00322169,FALSE
1184,foster,0,0.000129028,FALSE
1185,found,0.002679813,0.00785045,FALSE
1186,foundat,0.080194412,0.053812537,FALSE
1187,foundationsand,0,0.001444735,FALSE
1188,foundationsupport,0,0.000799875,FALSE
1189,four,0,0.011387318,FALSE
1190,fourth,0,1.27E-05,FALSE
1191,fouryear,0,0.002860742,FALSE
1192,fox,0,0.00026111,FALSE
1193,frailti,0.000358059,0.000159205,FALSE
1194,frame,0.004169399,0.001088671,FALSE
1195,framework,0.002801289,0.005901549,FALSE
1196,franc,0.000937584,0.00142531,FALSE
1197,franklin,4.64E-20,0,FALSE
1198,freedom,0.000411458,0,FALSE
1199,frequenc,0,0.000238693,FALSE
1200,frequent,0.005103788,0.000100048,FALSE
1201,fresh,0,0.001369461,FALSE
1202,friend,0.000334975,0,FALSE
1203,friendship,0,0.000654779,FALSE
1204,frontier,0.00110634,0.000925096,FALSE
1205,fuel,0.002621794,0.001569114,FALSE
1206,fulfil,0.006987442,0.001529726,FALSE
1207,full,0.014625054,0.008814991,FALSE
1208,fullfledg,0,0.000479014,FALSE
1209,fulli,0,0.004216289,FALSE
1210,fun,0.002791397,0,FALSE
1211,function,0,0.002493267,FALSE
1212,fund,0.019610596,0.010733215,FALSE
1213,fundament,0.018323828,0.014503125,FALSE
1214,further,0.002539154,0,FALSE
1215,furthermor,0,0.00423057,FALSE
1216,fuse,0.001476739,0,FALSE
1217,fusion,0,0.00191843,FALSE
1218,futur,0.111277095,0.046621496,FALSE
1219,g,0.001739823,2.34E-06,FALSE
1220,gabriel,0,0.000723633,FALSE
1221,gain,0.026274736,0.005210813,FALSE
1222,gallup,0,0.001267654,FALSE
1223,gamoran,0,0.000645814,FALSE
1224,gandin,0,0,FALSE
1225,ganiz,0.001490495,0,FALSE
1226,gap,0.008778673,0.00336301,FALSE
1227,garbag,0,0.000632947,FALSE
1228,gatekeep,0,0.002234439,FALSE
1229,gateway,0.003540967,0.005205243,FALSE
1230,gather,0.005800725,0.004422636,FALSE
1231,gaug,0,0.001848897,FALSE
1232,gave,0,0.000730313,FALSE
1233,gd,9.95E-05,0,FALSE
1234,geisler,0.002798308,0.001178614,FALSE
1235,gender,0.000411458,0.005588841,FALSE
1236,general,0.02938281,0.041403304,FALSE
1237,generalist,0,0.001273783,FALSE
1238,generat,0.01880636,0.010300747,FALSE
1239,genet,0.000257444,0,FALSE
1240,geneva,0.000919303,0,FALSE
1241,genom,0.002850346,0.001084631,FALSE
1242,gentl,0.003162606,0,FALSE
1243,geographi,0.003241874,0.002110622,FALSE
1244,geojourn,0,0,FALSE
1245,georgetown,0,0.002724599,FALSE
1246,georgia,0.003852197,0.007768855,FALSE
1247,geoscienc,0.001097481,0.003448294,FALSE
1248,germani,0,0.000706819,FALSE
1249,gertler,0,0.001273054,FALSE
1250,get,0.000850002,0.006293849,FALSE
1251,girl,0,0.000545158,FALSE
1252,git,0,0.001533589,FALSE
1253,github,0,0.000179414,FALSE
1254,githubioidssyllabushtml,0,6.16E-05,FALSE
1255,give,0.00306134,0.004944226,FALSE
1256,given,0.01747638,0.025517032,FALSE
1257,glad,0.002708429,0.001529726,FALSE
1258,glanc,0.001675693,0,FALSE
1259,glean,0,0.000305343,FALSE
1260,global,0.000760618,0.000101579,FALSE
1261,globalscal,0,8.18E-05,FALSE
1262,globe,0.003836292,0,FALSE
1263,go,0.018959698,0.002157281,FALSE
1264,goal,0.038931095,0.024571631,FALSE
1265,god,1.69E-05,6.09E-06,FALSE
1266,goe,0.000151239,0.00078666,FALSE
1267,goergen,0,0.002559336,FALSE
1268,gold,0.00046444,0,FALSE
1269,gone,0,0.000575984,FALSE
1270,good,0.038294026,0.011403788,FALSE
1271,googl,0.000205386,0.000787818,FALSE
1272,gordon,0.002130375,0,FALSE
1273,got,0,6.85E-07,FALSE
1274,govawardsearchshowawardawdid=,0,6.16E-05,FALSE
1275,govern,0.020425251,0.009646143,FALSE
1276,government,0,0.00152755,FALSE
1277,govvern,0.000570719,0,FALSE
1278,grade,0.000763373,0.000265688,FALSE
1279,grader,0,0.001410931,FALSE
1280,gradual,0.000282496,0,FALSE
1281,graduat,0.025025769,0.054274817,FALSE
1282,graduatebachelorsbsapplieddataanalyticsandvisualizationcoremajorcurriculum,0,0.00067375,FALSE
1283,graduatelevel,0.003424834,0.001048393,FALSE
1284,gram,0,0.001537763,FALSE
1285,grammar,0,0.00160268,FALSE
1286,grant,0,0.003152448,FALSE
1287,graph,0.002203896,0.002442567,FALSE
1288,graphic,0.002203896,0.012330477,FALSE
1289,grappl,0.000264667,0,FALSE
1290,graviti,0,0.001451402,FALSE
1291,gray,0,0.00026111,FALSE
1292,great,0.007274641,0.005581211,FALSE
1293,greater,0.006067399,0.002734644,FALSE
1294,green,0,0.000706819,FALSE
1295,grid,0,0.000101579,FALSE
1296,griffith,0,0.000398628,FALSE
1297,ground,0.007205334,0.002405149,FALSE
1298,groundwork,0,0.002833532,FALSE
1299,group,0.052321155,0.010720005,FALSE
1300,groupsoutcom,0.0029887,0,FALSE
1301,grove,0.001359266,0,FALSE
1302,grow,0.010950657,0.008667268,FALSE
1303,grown,0,0.000335399,FALSE
1304,growth,0.006215474,0.00320518,FALSE
1305,guarante,0.001848742,0,FALSE
1306,guard,0.000438649,0,FALSE
1307,guid,0.009423292,0.010857319,FALSE
1308,guidanc,0.002038091,0.002861333,FALSE
1309,guidelin,0.001675009,0.007189089,FALSE
1310,guragand,0,0,FALSE
1311,gutiérrez,0,8.42E-07,FALSE
1312,gutlern,0.00269266,0,FALSE
1313,gutman,0,1.36E-06,FALSE
1314,guyon,0,5.15E-08,FALSE
1315,h,0,9.81E-07,FALSE
1316,habit,0,0.000750091,FALSE
1317,hackathon,0.005589399,0.001556055,FALSE
1318,half,0.006823185,0.004390667,FALSE
1319,hall,0,0.002015536,FALSE
1320,hallmark,0.002637504,0,FALSE
1321,halpern,0,4.14E-07,FALSE
1322,hamilton,0,0.001682282,FALSE
1323,hampshir,0,0.001375363,FALSE
1324,hand,0,0.002351821,FALSE
1325,handbook,0,0.000236419,FALSE
1326,handelsman,0.002388525,0.00060501,FALSE
1327,handinhand,0,0.00078666,FALSE
1328,handl,0.004274874,0.0026628,FALSE
1329,handson,0.008400347,0.010954641,FALSE
1330,happen,0.000497941,0.000534713,FALSE
1331,hard,0.003338387,0,FALSE
1332,harder,0,0.001637076,FALSE
